epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
66,2203.55,0.96966,0.62087,0.00567,0.90814,0.78882,0.86275,0.58113,1.2385,0.64824,0.01083,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,2236.16,0.94381,0.61197,0.00559,0.90827,0.77815,0.86593,0.58651,1.24328,0.6433,0.01093,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,2268.62,0.95704,0.61462,0.00571,0.91417,0.76079,0.84979,0.57494,1.20562,0.68887,0.01065,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,2302.05,0.94633,0.60921,0.00543,0.90397,0.78541,0.86388,0.58742,1.23327,0.66939,0.01081,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,2334.55,0.93628,0.60163,0.00542,0.90331,0.78166,0.86124,0.59023,1.22869,0.67111,0.01061,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,2366.94,0.94041,0.60332,0.00545,0.89613,0.78333,0.86041,0.57948,1.25743,0.66757,0.01139,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,2399.23,0.92858,0.60078,0.00553,0.91522,0.76628,0.86577,0.56377,1.29113,0.65905,0.01176,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,2431.77,0.93966,0.59102,0.0054,0.91628,0.75367,0.84779,0.58282,1.24456,0.69333,0.01129,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,2464.12,0.92444,0.58668,0.00529,0.88914,0.80544,0.86414,0.58093,1.24168,0.68672,0.01082,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,2496.61,0.93174,0.58538,0.00529,0.90752,0.7948,0.85803,0.59233,1.18595,0.66183,0.01051,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,2529.03,0.91418,0.58676,0.00531,0.89836,0.7713,0.8613,0.59555,1.20638,0.68013,0.01038,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,2561.52,0.91995,0.57744,0.00529,0.89009,0.79035,0.85934,0.59898,1.20533,0.66306,0.0103,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,2596.03,0.91452,0.56583,0.00529,0.88889,0.79999,0.87172,0.58912,1.22692,0.66548,0.01062,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,2628.89,0.91174,0.57412,0.00524,0.87586,0.80071,0.8653,0.59483,1.20999,0.65152,0.01084,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,2661.25,0.89852,0.55735,0.00526,0.92262,0.77295,0.87109,0.59374,1.23391,0.64559,0.01062,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,2693.83,0.9035,0.56716,0.00518,0.88122,0.79479,0.86896,0.5976,1.18736,0.63681,0.0103,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,2726.13,0.91155,0.55676,0.00513,0.8956,0.787,0.85881,0.58278,1.24677,0.6542,0.01125,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,2758.63,0.89404,0.54883,0.00516,0.87871,0.8133,0.87411,0.60645,1.21374,0.64945,0.01076,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,2791.97,0.91083,0.5644,0.00517,0.9053,0.80566,0.87589,0.61891,1.17532,0.66017,0.01048,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,2825.82,0.8907,0.5557,0.00516,0.90844,0.79737,0.86256,0.59786,1.20543,0.68995,0.01066,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,2858.07,0.89776,0.56231,0.00513,0.89685,0.80253,0.86839,0.61244,1.16224,0.66253,0.01007,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,2891.12,0.88793,0.55248,0.00502,0.89616,0.80511,0.86775,0.59775,1.2379,0.67248,0.01082,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,2923.82,0.87543,0.54864,0.00511,0.94039,0.80171,0.87624,0.61927,1.16387,0.62496,0.00973,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,2957.27,0.8792,0.54685,0.00508,0.89522,0.81421,0.8756,0.62139,1.14102,0.61262,0.00954,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,2990.87,0.88252,0.53679,0.00498,0.91695,0.8061,0.87182,0.62151,1.16131,0.62782,0.00995,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,3024.11,0.88711,0.54628,0.00507,0.94355,0.78975,0.88358,0.62139,1.2066,0.6311,0.01044,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,3056.54,0.87883,0.53843,0.00507,0.89966,0.82281,0.87531,0.60941,1.20995,0.64597,0.01063,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,3088.94,0.86712,0.52632,0.00492,0.93183,0.79821,0.87646,0.61512,1.19136,0.63415,0.01021,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,3121.41,0.8614,0.52719,0.00495,0.90331,0.8231,0.87791,0.60785,1.2196,0.60582,0.0108,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,3153.96,0.87476,0.52689,0.00486,0.92117,0.78938,0.8763,0.60129,1.22589,0.60248,0.01084,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,3186.71,0.86393,0.52062,0.00492,0.91375,0.83029,0.88516,0.61677,1.19051,0.59157,0.01029,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,3219.78,0.86051,0.52053,0.00485,0.92699,0.81113,0.88199,0.62081,1.1971,0.60736,0.01,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,3252.23,0.86128,0.51669,0.00482,0.88676,0.80517,0.87126,0.61936,1.19035,0.62932,0.01003,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,3284.72,0.86924,0.52366,0.0048,0.91088,0.80049,0.87776,0.62068,1.18427,0.63574,0.01,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,3317.09,0.86261,0.51774,0.00479,0.88826,0.84143,0.88705,0.62653,1.18173,0.59437,0.01004,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,3350.78,0.85421,0.5261,0.00476,0.92095,0.80693,0.88484,0.6238,1.16575,0.60234,0.0099,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,3383.11,0.85121,0.52492,0.00485,0.90122,0.81469,0.88143,0.62302,1.13478,0.61662,0.00953,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,3417.6,0.8584,0.52521,0.00483,0.92879,0.8267,0.88561,0.61347,1.18417,0.60943,0.01068,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,3452.02,0.8425,0.51556,0.00466,0.90592,0.81813,0.87809,0.61482,1.17913,0.62043,0.01046,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,3484.78,0.84265,0.51523,0.00472,0.90944,0.78157,0.86875,0.60424,1.1839,0.66469,0.01009,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,3518.21,0.82877,0.50428,0.00462,0.89549,0.82981,0.87587,0.61108,1.21173,0.60879,0.00999,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,3551.02,0.83807,0.49762,0.00453,0.91172,0.82556,0.87879,0.62162,1.18106,0.58008,0.01002,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,3583.52,0.8294,0.5006,0.00456,0.92247,0.81143,0.88003,0.61457,1.19858,0.6244,0.00987,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,3616.2,0.84371,0.50046,0.00452,0.86225,0.8364,0.88216,0.62207,1.20778,0.61295,0.01003,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,3648.53,0.82373,0.49621,0.00464,0.90894,0.81967,0.8875,0.6329,1.16463,0.55967,0.0098,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,3681.81,0.83913,0.50197,0.00459,0.95704,0.79129,0.88307,0.62698,1.19338,0.54335,0.0101,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,3714.25,0.83526,0.49775,0.0045,0.92985,0.82541,0.89652,0.63572,1.1537,0.5546,0.00949,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
