epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
74,16362.8,1.19968,0.63085,0.00659,0.90107,0.8409,0.89557,0.57455,1.25955,0.62975,0.01004,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,16574.6,1.20017,0.63453,0.00658,0.90105,0.842,0.89699,0.57571,1.25834,0.629,0.01003,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,16788.1,1.19483,0.6342,0.00658,0.90991,0.83431,0.89645,0.57707,1.25842,0.62555,0.01004,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,17001.7,1.19137,0.62279,0.00655,0.90537,0.84161,0.89702,0.57757,1.25876,0.62278,0.01004,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,17215.5,1.19511,0.63063,0.00663,0.90705,0.83835,0.89671,0.57809,1.25723,0.62367,0.01004,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,17426.9,1.18234,0.61756,0.00654,0.90949,0.83829,0.89776,0.57899,1.25591,0.62105,0.01002,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,17640.9,1.18409,0.61531,0.00649,0.90832,0.84079,0.89828,0.5797,1.25684,0.62176,0.01001,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,17856.1,1.18264,0.61515,0.00647,0.89882,0.84586,0.89719,0.57926,1.25859,0.61921,0.01004,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,18067.8,1.17475,0.61003,0.00641,0.90211,0.8417,0.89768,0.57942,1.25765,0.62212,0.00999,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,18282.4,1.16966,0.60838,0.00641,0.90007,0.84382,0.89737,0.57977,1.25691,0.62085,0.00999,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,18497.8,1.17132,0.61076,0.0064,0.90564,0.83937,0.89846,0.58037,1.2562,0.61893,0.01,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
