epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,7651.02,1.14851,0.62907,0.00591,0.88671,0.82974,0.88784,0.56907,1.16524,0.60014,0.00816,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,7790.13,1.1365,0.62181,0.0059,0.89396,0.8322,0.89014,0.5728,1.16069,0.59953,0.00813,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,7930.24,1.13294,0.6179,0.00584,0.88559,0.84201,0.89472,0.57656,1.15898,0.5948,0.00817,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,8070.8,1.12277,0.6157,0.00578,0.89671,0.83642,0.89425,0.57825,1.15343,0.58962,0.00813,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,8211.44,1.12565,0.61104,0.00581,0.89101,0.84483,0.89507,0.57991,1.15345,0.59115,0.00815,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,8352.03,1.11695,0.61281,0.00582,0.89091,0.83393,0.89379,0.58013,1.15086,0.587,0.00814,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,8492.3,1.11364,0.60904,0.00569,0.89491,0.83449,0.89424,0.57825,1.15119,0.58718,0.00811,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,8631.57,1.11405,0.60531,0.00572,0.8939,0.83294,0.89485,0.58126,1.15104,0.58642,0.00812,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,8772.18,1.10245,0.59335,0.00563,0.88503,0.84751,0.89692,0.58078,1.15143,0.59349,0.00816,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,8911.45,1.09815,0.59054,0.00565,0.89765,0.83581,0.89562,0.58355,1.14663,0.58928,0.00813,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,9051.92,1.0999,0.58823,0.00565,0.8892,0.84389,0.89675,0.5852,1.14116,0.58822,0.00806,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,9192.71,1.08927,0.58347,0.00562,0.88105,0.84757,0.89705,0.58717,1.13875,0.59311,0.00806,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,9333.52,1.08197,0.58316,0.00549,0.88782,0.84331,0.898,0.5865,1.14265,0.58453,0.00809,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,9472.64,1.08602,0.58041,0.00556,0.89218,0.84374,0.89883,0.58891,1.14134,0.57155,0.00807,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,9614.11,1.07819,0.57486,0.00548,0.89563,0.84523,0.89873,0.58824,1.13966,0.57769,0.00805,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,9752.87,1.07363,0.56843,0.00545,0.89043,0.84834,0.90005,0.58825,1.13842,0.58039,0.008,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,9892.4,1.06959,0.567,0.00543,0.89015,0.84926,0.89897,0.58911,1.13569,0.58486,0.008,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,10032.6,1.06735,0.56185,0.00538,0.89195,0.85108,0.90082,0.58977,1.12894,0.5848,0.00791,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
